id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,floor,property_type,city
6762819625,42508,3,1.75,2200,7706,2,0,2,3,7,2200,0,1908,1988,122043,22.55129434,88.36025046,1170,70973,1,55,14978672,0,House,Kolkata
6762810230,42704,5,3.5,5230,8960,2,0,0,3,11,4450,780,2014,0,122048,26.96530198,75.73582111,2310,9603,3,70,21131748,0,House,Jaipur
6762811226,42659,4,2.75,3590,5625,2,0,0,3,10,3590,0,2012,0,122005,17.3250689,78.36021744,3590,5625,3,79,17908625,16,Flat,Hyderabad
6762829465,42550,3,2.75,1300,14197,1,0,0,3,7,860,440,1996,0,122065,28.41332119,77.38202538,1550,7596,2,58,9214402,0,Flat,Delhi
6762821490,42631,2,1,720,5600,1,0,0,4,7,720,0,1920,0,122009,17.27990757,78.45998642,1330,5600,2,66,4225032,0,Flat,Hyderabad
6762813074,42589,4,2.75,3100,7501,2,0,0,3,10,3100,0,1998,0,122005,22.98564544,72.46660928,3140,8672,2,52,10819998,12,Flat,Ahmedabad
6762817173,42622,3,3,1730,1902,3,0,0,3,8,1730,0,2014,0,122007,28.53278038,76.89038619,1830,1804,3,54,12152249,1,House,Delhi
6762824053,42515,3,2.5,1780,4050,2,0,0,3,7,1780,0,2001,0,122014,12.97023133,80.24228729,1571,4976,2,57,6761482,22,Flat,Chennai
6762826707,42607,3,2.5,2370,6752,2,0,0,3,8,2370,0,1994,0,122040,17.29295659,78.53623341,1870,7455,2,61,11436027,13,Flat,Hyderabad
6762812152,42545,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,122061,26.98343356,75.73430388,2200,4000,2,68,13480449,25,Flat,Jaipur
6762816789,42538,4,2.5,3250,5000,2,0,0,3,8,3250,0,2008,0,122015,22.997803,72.48376291,3230,5507,2,67,12715302,1,House,Ahmedabad
6762812471,42565,6,3.25,4920,20590,1,0,3,4,9,2730,2190,1960,0,122051,18.42551804,73.93539352,3700,14994,3,80,25723244,23,Flat,Pune
6762829480,42602,3,2,1490,7929,1,0,0,3,7,1490,0,1989,0,122072,17.21849655,78.59439916,1650,7929,2,79,9580467,0,House,Hyderabad
6762818884,42705,3,2,2350,266151,1.5,0,0,3,7,2350,0,1983,0,122041,13.14557489,80.32350229,2270,222156,1,61,48610483,9,Flat,Chennai
6762826490,42603,3,1,1010,7500,1,0,0,4,7,1010,0,1975,0,122019,17.45072945,78.30469855,1250,10000,3,51,7602513,16,Flat,Hyderabad
6762815683,42687,3,3.25,3800,13995,2,0,3,3,9,3800,0,1983,0,122017,27.06103245,75.70612419,2480,8434,2,53,17884423,1,Bungalow,Jaipur
6762825612,42697,4,2.5,2330,7050,2,0,0,3,8,2330,0,1998,0,122063,28.53450528,77.05009326,1810,5424,2,51,18336863,1,Bungalow,Delhi
6762827647,42566,2,1.5,1010,1309,2,0,0,3,7,860,150,2007,0,122051,17.42070281,78.34736462,1190,3060,1,68,4824463,1,House,Hyderabad
6762825669,42543,4,1.5,1150,9360,1.5,0,0,3,6,1150,0,1970,0,122033,23.0112114,72.45781131,1480,8155,1,58,4986687,12,Flat,Ahmedabad
6762829452,42517,3,1.75,1300,7958,1,0,0,3,7,1300,0,1996,0,122023,28.8534518,77.39245719,1640,8698,2,64,9032374,1,Bungalow,Delhi
6762828827,42617,3,2.5,1440,2500,2,0,0,3,7,1440,0,2006,0,122052,22.57777973,88.41717366,1440,5000,3,78,7409207,2,House,Kolkata
6762827584,42707,3,1.5,1040,9997,1,0,0,4,7,1040,0,1955,0,122014,12.9003124,77.65825554,1040,8699,1,80,8059180,2,House,Bengaluru
6762818621,42692,5,1.75,2040,5280,1,0,0,4,7,1020,1020,1961,0,122030,27.01722061,80.95672035,1720,7344,1,64,9638879,15,Flat,Lucknow
6762826522,42686,2,1,2080,14659,1,0,0,3,7,1040,1040,1960,0,122063,22.5972635,88.3501588,1920,15208,2,65,11568042,0,House,Kolkata
6762821451,42526,3,2,980,5000,1,0,0,3,6,980,0,1940,0,122054,26.96787824,75.68718644,1970,3025,2,62,4056436,4,Flat,Jaipur
6762810687,42664,3,1.5,1850,10572,1,0,0,4,8,1850,0,1953,0,122048,27.08318872,75.87611426,3030,12752,2,68,9646937,25,Flat,Jaipur
6762816667,42494,2,1,1770,8640,1.5,0,0,3,6,1520,250,1949,0,122007,13.0063514,77.78183067,1060,4804,3,77,12631907,8,Flat,Bengaluru
6762829484,42635,2,1,1120,5650,1,0,1,3,6,720,400,1904,0,122051,28.70385838,76.95076196,2160,6480,2,79,9510443,1,House,Delhi
6762816475,42580,3,1,1560,3960,1.5,0,0,4,7,1560,0,1907,0,122054,28.51965644,77.1612848,1280,3960,1,63,7791068,2,House,Delhi
6762811214,42553,4,3.75,5070,60123,2,0,0,3,11,5070,0,2000,0,122045,23.08433098,72.56870876,4920,101930,2,53,27326924,21,Flat,Ahmedabad
6762823291,42659,3,1,1040,8075,1,0,0,4,7,1040,0,1961,0,122010,19.10947704,72.732577,1450,8075,3,56,10784453,2,Bungalow,Mumbai
6762817541,42679,3,2.5,1960,8469,2,0,0,4,8,1960,0,1984,0,122005,17.31593393,78.38747686,2040,8189,2,71,10808444,23,Flat,Hyderabad
6762826011,42549,5,2.75,2130,6222,1,0,0,3,7,1300,830,1991,0,122051,22.96881955,72.68353284,2130,6222,3,73,9712755,8,Flat,Ahmedabad
6762818212,42637,3,1.75,1620,3360,1,0,0,5,7,980,640,1927,0,122007,28.47945033,76.9536219,1400,3840,2,59,7682111,2,House,Delhi
6762812521,42606,4,2.75,4010,87555,2,0,0,3,10,4010,0,2004,0,122024,13.09869779,80.10605243,2451,209523,3,64,31329591,24,Flat,Chennai
6762817746,42566,3,1.5,1380,3031,1.5,0,0,4,7,1380,0,1929,0,122007,13.1738407,77.76913203,1440,4005,1,69,6957219,1,House,Bengaluru
6762816482,42644,3,2.5,3370,14402,2,0,2,3,9,3370,0,2004,0,122025,28.42636364,77.01187197,3330,9691,1,80,24473557,8,Flat,Delhi
6762814384,42714,3,3.5,3030,11550,2,0,2,3,8,3030,0,1971,2011,122052,22.54391578,88.37121844,2340,10560,3,77,17510635,0,House,Kolkata
6762816543,42615,4,2.5,1690,4080,1.5,0,0,4,7,1140,550,1912,0,122007,28.60313607,77.14999896,1600,4590,2,67,10253217,14,Flat,Delhi
6762812067,42596,4,2,1980,7200,2,0,3,3,8,1700,280,1910,0,122003,22.37491439,88.41751805,2490,4200,3,66,9560963,14,Flat,Kolkata
6762826304,42707,3,1,1330,9540,1,0,0,4,7,1330,0,1971,0,122037,22.6529963,88.38312342,1250,10350,2,64,8677244,0,House,Kolkata
6762813238,42690,4,2.75,3420,6787,2,0,0,3,9,3420,0,2010,0,122045,13.10480228,77.60414879,3450,6137,1,66,20894633,1,Bungalow,Bengaluru
6762815057,42543,3,3.25,1980,2850,3,0,0,3,7,1980,0,1987,0,122028,22.40893965,88.32286161,1630,4560,3,72,9808974,23,Flat,Kolkata
6762829456,42502,5,1.75,2020,7902,1,0,0,3,7,1220,800,1962,0,122056,17.2620883,78.50898854,2220,8819,3,66,12656710,3,Flat,Hyderabad
6762824545,42706,4,1,2180,10617,1.5,0,0,3,7,2180,0,1950,0,122014,22.99427103,72.56303055,1360,9519,2,50,10480127,17,Flat,Ahmedabad
6762824677,42666,3,1,1210,6650,1,0,0,3,6,1210,0,1959,0,122029,18.97725881,72.88538695,990,7590,2,60,11259964,2,Bungalow,Mumbai
6762819426,42627,3,2.75,1720,6720,1,0,0,4,7,1270,450,1947,0,122044,12.9244008,80.18974563,1690,3248,3,50,10918587,18,Flat,Chennai
6762812462,42544,4,3.5,3920,37122,2,0,0,3,10,3920,0,1996,0,122045,28.55706424,76.82115982,2550,32647,3,53,21502134,0,House,Delhi
6762815848,42635,4,3.25,2810,11250,1,0,0,3,8,1680,1130,1980,0,122005,17.29087413,78.23599099,2110,11250,1,69,19862825,2,House,Hyderabad
6762811896,42539,4,2.5,3280,209088,2,0,0,3,10,3280,0,1994,0,122045,17.4798952,78.57039306,2460,39498,2,64,33463338,19,Flat,Hyderabad
6762827128,42638,3,1.5,1500,14750,1.5,0,0,4,6,1500,0,1933,0,122056,19.11996603,72.97598366,1270,15100,3,75,11251908,10,Flat,Mumbai
6762819935,42523,3,2.5,2600,7210,2,0,0,3,8,2600,0,1989,0,122015,13.01960687,77.69987467,2350,7225,2,72,17943117,17,Flat,Bengaluru
6762814157,42553,3,4,2080,2250,3,0,4,3,8,2080,0,1997,0,122028,27.0647361,80.8588904,2080,2250,2,72,8087299,14,Flat,Lucknow
6762829454,42496,3,1.5,1260,1270,2,0,0,3,7,1040,220,2005,0,122038,28.8992207,77.30300926,1260,1472,3,65,6519121,13,Flat,Delhi
6762810723,42638,4,3.5,3500,9525,2,0,0,3,10,3500,0,1999,0,122057,13.02079685,80.35841114,2630,9525,1,74,18776690,9,Flat,Chennai
6762827242,42708,3,1,1280,6726,1,0,0,3,6,1280,0,1958,0,122054,22.93390253,72.64075235,1630,5000,1,59,7602058,0,House,Ahmedabad
6762821477,42585,3,2.5,2370,6082,2,0,0,3,7,2370,0,2004,0,122008,13.04846463,77.69227333,2690,6152,2,65,17423209,9,Flat,Bengaluru
6762830972,42547,2,1,900,3400,1,0,0,5,6,900,0,1905,0,122059,28.59099734,77.28492492,940,6000,2,68,5721048,19,Flat,Delhi
6762815541,42686,4,1.75,2250,4750,1.5,0,0,4,7,1420,830,1924,0,122006,26.76262207,81.00021335,1930,4750,2,54,7670098,10,Flat,Lucknow
6762825131,42495,3,1,1110,6250,1,0,0,3,7,1110,0,1956,0,122006,28.79354317,77.28001959,2010,6944,3,61,6958238,1,Flat,Delhi
6762811061,42532,4,2.5,3200,7500,1.5,0,1,5,8,1860,1340,1948,0,122006,13.13203686,77.44744402,2500,6500,2,55,20228686,0,House,Bengaluru
6762821550,42610,3,2,1520,11067,1,0,0,3,7,1140,380,1983,0,122019,22.36420552,88.27643003,1280,11371,2,68,7674247,24,Flat,Kolkata
6762825451,42546,2,1,950,7954,1,0,0,4,7,950,0,1941,0,122059,26.73185306,75.66402829,1180,6828,2,55,4722942,16,Flat,Jaipur
6762827001,42530,4,2.5,2009,5000,2,0,0,3,8,2009,0,2014,0,122023,19.22463015,73.02427475,2009,5182,3,52,15470691,8,Flat,Mumbai
6762811676,42592,4,1.75,2630,9645,1,0,0,4,9,2630,0,1963,0,122057,18.83436691,72.71000504,2690,10439,3,75,21568767,2,Flat,Mumbai
6762826434,42504,4,2.5,2150,6807,2,0,0,4,8,2150,0,1991,0,122067,26.8220014,75.80149249,1910,7240,2,52,11349269,15,Flat,Jaipur
6762825335,42592,3,2,1140,11620,1,0,0,3,7,1140,0,1994,0,122025,19.29495183,72.92340704,1140,8400,3,57,10112278,0,House,Mumbai
6762811269,42540,3,3,4910,43560,2,0,0,4,10,4000,910,1989,0,122030,23.13014448,72.5180042,3540,12288,1,75,22393421,0,House,Ahmedabad
6762810359,42726,4,2.5,3070,7207,2,0,0,4,10,2670,400,1927,0,122047,18.86347127,72.99054564,3190,7523,2,62,20628798,1,House,Mumbai
6762813024,42564,6,2.75,3040,36721,1,0,3,4,9,1760,1280,1958,0,122031,26.83406189,75.87246104,2420,21075,3,79,21544646,1,Bungalow,Jaipur
6762820443,42543,5,2.5,3390,9760,1,0,0,5,8,1750,1640,1978,0,122046,13.13444123,80.28727218,2360,9600,2,80,13106563,0,Flat,Chennai
6762827665,42690,4,2,1390,745,3,0,0,3,7,1390,0,2008,0,122012,22.41209545,88.30011029,1390,942,1,53,7852812,1,House,Kolkata
6762828595,42713,4,2.25,1860,12693,1,0,0,3,8,1140,720,1978,0,122018,12.97581183,77.71586265,1950,8740,2,70,16327659,1,House,Bengaluru
6762815888,42529,3,2.5,2590,7237,2,0,0,3,8,2590,0,2004,0,122022,13.13121542,80.23127671,1670,7648,3,70,10939331,1,House,Chennai
6762818886,42708,2,2.25,1470,1101,2,0,0,3,8,1340,130,2005,0,122006,17.43340837,78.40600796,1470,1582,1,77,6894068,2,Bungalow,Hyderabad
6762811301,42561,6,3.5,4860,11793,2,0,0,3,11,3860,1000,1998,0,122027,18.6840946,73.76115146,3600,11793,1,59,28648667,15,Flat,Pune
6762828065,42657,3,1.5,1280,16738,1.5,0,0,4,5,1280,0,1932,0,122024,22.93768412,72.54526501,1590,16317,2,68,8039685,1,House,Ahmedabad
6762816432,42720,1,1,1090,32010,1,0,0,4,6,1090,0,1958,0,122041,23.17783388,72.552153,1870,25346,3,75,8749318,8,Flat,Ahmedabad
6762817833,42560,2,2,2930,14057,1,0,2,4,8,1680,1250,1980,0,122069,19.0577552,72.73984477,2234,61011,3,64,17754897,21,Flat,Mumbai
6762816953,42630,3,1.75,1720,4050,1,0,0,5,7,860,860,1906,0,122006,27.03734424,81.00287065,1720,4410,2,79,5922110,17,Flat,Lucknow
6762827440,42586,4,2,2930,12840,1.5,0,0,4,8,2930,0,1965,0,122023,22.42971228,88.44631302,1960,10920,1,77,12911753,24,Flat,Kolkata
6762818957,42539,3,2.5,2120,7201,2,0,0,3,8,2120,0,2003,0,122038,22.55970018,88.27606333,1930,7206,2,70,9669152,23,Flat,Kolkata
6762816692,42615,4,2.5,3110,6479,2,0,0,3,9,3110,0,2005,0,122008,22.95244973,72.65072217,3110,7075,3,72,13696952,25,Flat,Ahmedabad
6762823021,42676,2,2.5,1780,1311,3,0,0,3,8,1350,430,2005,0,122028,22.50960917,88.48230641,1390,1227,2,59,8366308,18,Flat,Kolkata
6762816106,42656,4,2.5,2300,10843,2,0,0,5,8,2300,0,1955,0,122010,28.7957086,77.23092666,1780,10843,2,70,16828130,12,Flat,Delhi
6762810894,42559,4,2.5,2920,5500,1,0,3,3,10,2030,890,1957,0,122032,26.73712861,75.66066444,3790,5500,2,71,12196064,10,Flat,Jaipur
6762822946,42565,3,2,1590,87120,1,0,3,3,8,1590,0,1998,0,122068,27.05324911,75.75176542,2780,183161,1,50,15359337,0,Flat,Jaipur
6762829893,42683,3,1,1240,239144,1,0,0,3,6,1240,0,1921,1992,122024,22.4492984,88.28655418,1990,109335,2,74,36503758,4,Flat,Kolkata
6762820556,42533,3,2,2020,8555,1,0,0,4,7,1220,800,1957,0,122022,18.89022102,72.90445778,1600,8148,2,72,20683395,1,Bungalow,Mumbai
6762819132,42634,4,1.75,2290,9215,1,0,0,5,8,1270,1020,1969,0,122012,22.31896936,88.46094815,2290,10200,1,72,8996752,20,Flat,Kolkata
6762830805,42664,2,0.75,780,5000,1,0,0,4,4,780,0,1945,0,122046,27.07812583,75.81522363,1620,30847,2,74,3393373,12,Flat,Jaipur
6762816452,42634,7,4,2690,10880,1,0,0,4,8,2690,0,1960,0,122010,23.09843152,72.69975288,1840,10836,3,58,10104070,15,Flat,Ahmedabad
6762831474,42537,4,0.75,1440,13300,1,0,0,3,6,1440,0,1948,0,122031,22.49726464,88.38395312,1460,11100,2,77,9187894,1,Flat,Kolkata
6762824243,42519,3,2.25,1490,4522,2,0,0,3,7,1490,0,2009,0,122058,13.08310623,77.68714508,1580,4667,3,78,10128060,1,Flat,Bengaluru
6762828592,42557,4,2.25,1995,7102,2,0,0,4,8,1995,0,1981,0,122018,17.58852298,78.38322885,1880,7950,2,54,11369581,10,Flat,Hyderabad
6762821263,42643,3,2.25,1230,1097,3,0,0,3,8,1230,0,2009,0,122026,22.93516293,72.52462736,1420,1437,2,51,6702988,20,Flat,Ahmedabad
6762818835,42498,3,2,1400,7293,1,0,0,4,7,1400,0,1963,0,122029,28.79515924,77.37202809,1600,7960,1,54,9783366,0,House,Delhi
6762810925,42539,4,3.5,3820,13224,2,0,0,3,10,3280,540,1990,0,122048,18.94535598,73.0254334,3340,9700,2,59,27536221,2,House,Mumbai
6762830474,42672,3,1,1400,6600,1,0,0,3,6,1280,120,1954,0,122056,22.57103385,88.22447594,1730,6600,2,70,7162834,2,Bungalow,Kolkata
6762820438,42517,4,3,2230,52983,2,0,0,3,8,2230,0,1991,0,122065,22.49116315,88.29532072,2060,8755,1,54,16474560,0,House,Kolkata
6762826514,42669,3,1.75,1170,4000,1,0,0,3,6,720,450,1943,2013,122034,17.51234558,78.48137093,1130,4000,1,75,7290484,0,House,Hyderabad
6762830864,42544,3,1,1000,8512,1,0,0,3,6,1000,0,1991,0,122068,26.88031264,75.66467894,1490,10395,3,65,4567085,21,Flat,Jaipur
6762830950,42657,3,1,1180,6050,1,0,0,3,6,820,360,1944,0,122063,18.92432369,72.86180938,1070,6050,1,78,9115248,21,Flat,Mumbai
6762825613,42697,3,2,1490,8847,1,0,0,4,7,1490,0,1967,0,122050,28.58761484,77.23539451,1640,7572,2,78,10126498,1,Bungalow,Delhi
6762827462,42691,3,1,1020,7650,1,0,0,3,7,1020,0,1940,0,122038,12.92003153,80.21711717,1440,7650,1,74,5569867,25,Flat,Chennai
6762830642,42600,3,1.75,1320,12528,1,0,0,4,7,1320,0,1970,0,122035,22.35296641,88.27118548,1340,11039,3,79,5770925,0,Flat,Kolkata
6762811352,42594,4,2.75,3950,12840,2,0,0,5,8,3950,0,1960,0,122057,19.23510504,72.89781666,2350,12507,2,59,20269087,5,Flat,Mumbai
6762828191,42579,3,2.25,1640,6044,2,0,0,3,7,1640,0,1996,0,122072,18.60695246,73.84274993,1600,7418,1,70,7826751,20,Flat,Pune
6762830154,42631,3,1,1290,8470,1,0,0,4,7,970,320,1966,0,122018,22.5227504,88.49814611,1300,7350,1,68,7699048,2,House,Kolkata
6762825366,42693,3,1.75,3400,46382,1,0,0,3,7,2050,1350,1979,0,122045,22.93118717,72.56854527,2320,20624,3,65,22601749,0,House,Ahmedabad
6762814235,42596,3,2.75,2930,218235,2,0,2,3,8,2930,0,1990,0,122036,18.50301462,73.76803945,2450,218235,1,55,55361460,20,Flat,Pune
6762814382,42698,4,1.75,1730,6500,1,0,0,3,7,1250,480,1945,0,122006,18.55926897,73.70094903,1910,8100,3,50,12190595,1,House,Pune
6762824686,42693,3,2.25,2550,9674,1,0,0,3,7,1850,700,1959,0,122063,26.77725805,75.79462731,2240,9674,3,60,10104002,9,Flat,Jaipur
6762811881,42564,3,3.5,3790,10829,2,0,0,3,11,3790,0,1993,0,122012,19.18102834,72.98151597,3620,10989,3,55,34341456,2,House,Mumbai
6762823100,42509,3,1.5,1080,2940,1.5,0,0,4,7,1080,0,1920,0,122006,18.45844797,73.87055289,1400,4930,3,61,7254889,1,House,Pune
6762826260,42547,4,2.5,2570,4865,2,0,0,3,8,2570,0,2005,0,122024,22.92855223,72.5028823,2570,4933,1,72,12659602,20,Flat,Ahmedabad
6762823549,42623,3,2.75,1810,3292,2,0,0,3,8,1810,0,2014,0,122008,28.75087836,77.00011752,1810,2769,2,65,13788456,2,House,Delhi
6762814799,42516,3,2.5,2540,7680,2,0,1,4,9,2540,0,1940,2001,122050,26.94160385,80.99807713,2490,7680,1,76,10525354,19,Flat,Lucknow
6762814948,42692,3,1.75,2130,20423,1,0,0,3,9,2130,0,1953,0,122048,17.45362467,78.25561288,2370,20875,3,72,12048528,5,Flat,Hyderabad
6762823910,42692,3,2.5,1930,6180,1,0,0,3,7,1330,600,1961,0,122014,28.86576223,77.18719347,1940,6180,3,68,8696433,2,Flat,Delhi
6762820866,42694,3,2.75,2240,3360,2,0,0,3,8,2100,140,2014,0,122063,13.11016827,80.20256092,1790,5873,2,58,10364392,17,Flat,Chennai
6762830444,42659,3,1.5,1280,5065,2,0,0,4,6,1280,0,1983,0,122072,22.37776282,88.37996266,1070,4491,2,71,6035105,0,Flat,Kolkata
6762817022,42581,4,2.5,2250,11349,2,0,0,3,8,2250,0,1991,0,122033,12.89788504,77.66593479,2110,9964,1,57,17030134,0,House,Bengaluru
6762810493,42720,3,1.75,2190,8500,1,0,0,4,9,2190,0,1957,0,122047,18.42803551,73.8687431,2850,8868,1,60,9652024,5,Flat,Pune
6762824034,42531,3,1,890,7200,1,0,0,3,7,890,0,1951,0,122022,18.54088378,73.85234392,1630,7455,2,77,5678748,20,Flat,Pune
6762827550,42606,2,1.5,1020,1275,3,0,0,3,8,1020,0,2008,0,122028,17.59714837,78.46515939,980,1415,2,51,6603832,16,Flat,Hyderabad
6762816909,42564,3,1,1140,5395,1,0,0,4,7,1010,130,1909,0,122006,26.89895673,81.01339367,1700,5376,3,77,6589670,2,House,Lucknow
6762818972,42586,3,2.5,2100,213008,1,0,0,3,8,2100,0,1990,0,122023,22.93311485,72.44583285,1330,214315,2,64,24091018,1,House,Ahmedabad
6762812699,42706,3,2.5,1810,7200,1,0,0,5,7,1310,500,1960,0,122010,28.49304932,76.88323394,2050,7200,3,56,9399869,0,House,Delhi
6762822474,42564,3,2,1270,10227,1,0,0,4,6,1270,0,1968,0,122010,28.48112534,77.2540114,1470,9750,2,67,9890725,6,Flat,Delhi
6762810545,42679,4,4.25,5550,12968,2,0,0,3,11,5550,0,2005,0,122015,22.67666645,88.20041361,4750,13001,3,77,42161195,1,Bungalow,Kolkata
6762828069,42698,3,2,1640,5650,1,0,0,3,7,1640,0,2003,0,122035,22.68651275,88.43367455,2250,5488,3,59,8899191,1,House,Kolkata
6762831099,42581,3,1.5,1280,4366,2,0,0,4,6,1280,0,1985,0,122072,28.46887599,77.23235319,1280,4366,1,74,7656524,21,Flat,Delhi
6762810027,42537,5,6.75,9640,13068,1,1,4,3,12,4820,4820,1983,2009,122057,17.51084375,78.30771222,3270,10454,1,69,56012888,0,House,Hyderabad
6762819919,42645,3,1,1500,9416,1,0,0,4,8,1500,0,1952,0,122038,23.12068934,72.60632573,1440,7200,3,65,9174237,19,Flat,Ahmedabad
6762811082,42671,5,2.5,2810,6000,2.5,0,0,3,9,2810,0,1907,0,122061,18.61815722,73.70027938,2240,4800,3,71,11797940,12,Flat,Pune
6762830279,42603,4,1.75,1660,11664,1,0,0,3,6,1010,650,1952,0,122056,17.49052768,78.47059278,1670,9975,1,50,9786026,8,Flat,Hyderabad
6762813001,42732,4,2.75,3120,5000,2,0,0,3,9,3120,0,2010,0,122019,23.16179498,72.67126692,3200,5000,1,72,13769991,0,House,Ahmedabad
6762829339,42645,4,2,1500,7854,1.5,0,0,3,7,1500,0,1983,0,122018,13.05972468,80.29018082,1500,7334,2,74,7893596,10,Flat,Chennai
6762830358,42697,3,1.5,1080,9774,1,0,0,3,7,1080,0,1968,0,122018,27.07736617,80.98947194,1190,9611,3,50,5482036,11,Flat,Lucknow
6762823673,42687,6,2,1870,6969,1,0,0,4,7,1870,0,1968,0,122012,19.26884135,73.06728963,1500,6969,2,62,11885655,0,House,Mumbai
6762827666,42509,4,2.5,1860,6687,1,0,0,4,7,1220,640,1983,0,122067,22.40648075,88.48152945,1860,6117,2,59,8050944,5,Flat,Kolkata
6762814883,42518,3,2.5,2620,21587,2,0,0,3,7,2620,0,1992,0,122045,17.52322181,78.26835759,2570,23650,3,50,12725117,0,House,Hyderabad
6762826213,42642,3,1.75,2200,12231,1,0,0,4,7,1250,950,1964,0,122053,28.48430621,77.26408424,2200,9825,3,77,16556602,10,Flat,Delhi
6762824442,42634,3,1.5,1340,1110,2,0,0,3,7,1040,300,1999,0,122007,26.77097023,75.74076263,1220,1110,2,66,6818910,1,House,Jaipur
6762816567,42620,2,1,1530,6450,1,0,0,4,7,1530,0,1920,0,122007,17.55574166,78.3915669,1530,5000,3,72,11112113,0,House,Hyderabad
6762815285,42665,4,2.5,2770,5612,2,0,0,3,7,2770,0,2001,0,122045,22.41967522,88.38047091,2770,5177,1,59,16600761,8,Flat,Kolkata
6762822670,42704,2,1.5,1370,4102,2,0,0,4,7,1370,0,1987,0,122010,22.62187474,88.22225342,1380,3211,1,76,7358414,10,Flat,Kolkata
6762810285,42495,5,4,4510,15175,2,0,0,3,10,4510,0,1969,2002,122057,23.11135032,72.6555013,3510,13500,1,65,27141428,1,House,Ahmedabad
6762831242,42635,3,1,1640,13939,1,0,0,3,7,1040,600,1960,0,122043,23.09127753,72.52490544,2080,13000,2,55,9532364,13,Flat,Ahmedabad
6762813165,42579,4,2.5,3230,21781,2,0,0,3,9,3230,0,1993,0,122045,26.90396173,80.91330384,3230,21780,3,72,12975178,24,Flat,Lucknow
6762819153,42698,4,2,2760,27631,2,0,0,4,8,1800,960,1978,0,122014,22.42641068,88.37841782,2490,13158,3,75,23252662,2,Bungalow,Kolkata
6762828963,42620,2,1,770,9497,1,0,0,3,6,770,0,1950,0,122038,26.86480378,80.99592461,1550,7532,1,75,4081295,6,Flat,Lucknow
6762828206,42617,3,2,1380,3500,2,0,0,3,7,1380,0,1971,0,122051,17.57903231,78.2346843,1620,3900,2,72,9632937,0,House,Hyderabad
6762818087,42620,4,2.5,1720,3515,2,0,2,3,8,1470,250,2000,0,122054,26.89301144,75.66408212,1140,2208,3,66,5034787,1,Flat,Jaipur
6762813169,42596,3,2,2090,5015,1.5,0,0,5,7,2090,0,1920,0,122047,28.66443454,76.95607485,1930,4250,3,72,12853937,23,Flat,Delhi
6762825722,42558,3,2.25,2120,14915,1,0,0,3,9,1720,400,1979,0,122039,13.04790934,80.27084741,2320,13100,1,66,17767682,2,Bungalow,Chennai
6762815185,42648,3,2.5,2220,2873,2,0,0,3,10,2010,210,2012,0,122012,23.13415447,72.53397857,2290,3213,3,56,7869178,11,Flat,Ahmedabad
6762818836,42540,4,1,1360,6000,1.5,0,0,3,7,1360,0,1917,0,122006,18.50131369,73.74504842,1710,6000,3,60,8153366,4,Flat,Pune
6762812968,42530,3,2.25,1620,4500,2,0,0,4,8,1620,0,1926,0,122003,19.04450066,72.94117294,1210,4320,1,72,9357519,1,House,Mumbai
6762810263,42574,6,4,3020,13237,2,1,4,3,8,2840,180,1942,1983,122054,22.63785748,88.24938796,3680,12620,3,73,10966473,13,Flat,Kolkata
6762823312,42721,3,1.5,1600,10440,1,0,0,3,7,1600,0,1954,0,122022,22.30685921,88.24930332,1600,8816,2,57,8890090,19,Flat,Kolkata
6762829117,42517,3,2,1400,8640,1,0,0,5,7,1400,0,1968,0,122040,18.90824029,72.83341422,1270,9375,1,59,12004940,1,Flat,Mumbai
6762810085,42579,4,2.5,5760,32033,2,0,4,4,12,4390,1370,1994,0,122050,22.32751975,88.28412715,3420,28475,3,64,26473447,8,Flat,Kolkata
6762826258,42546,2,1,950,5316,1,0,2,3,7,950,0,1948,0,122064,28.88443102,77.35113062,1620,6085,1,69,6148657,20,Flat,Delhi
6762822442,42573,3,1.75,1490,9844,1,0,0,4,7,1190,300,1959,0,122014,17.42622967,78.49916694,1840,10150,3,58,8473178,10,Flat,Hyderabad
6762821189,42656,2,1.75,1010,4000,1.5,0,0,5,7,1010,0,1919,0,122004,18.41550127,73.97897219,1470,4000,2,61,7249123,0,House,Pune
6762824344,42523,4,2.5,2240,3712,2,0,0,3,8,2240,0,2014,0,122024,13.13745269,77.51215236,2530,4315,3,50,12461431,22,Flat,Bengaluru
6762823279,42623,2,1,860,1800,1,0,0,3,7,860,0,1909,0,122003,13.19215772,77.61743061,2160,3120,3,60,5278025,5,Flat,Bengaluru
6762811992,42538,4,2.5,3640,10576,2,0,0,3,11,3640,0,1999,0,122020,22.6400641,88.47275904,3370,10351,2,55,18972861,2,House,Kolkata
6762813423,42594,3,2.75,2250,9600,2.5,0,0,4,9,1830,420,1909,1991,122044,17.51121646,78.23664606,2060,4980,2,72,13347258,1,Bungalow,Hyderabad
6762812037,42620,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,122057,18.58807601,73.96441507,1950,6045,2,60,17779906,17,Flat,Pune
